ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total,ranking_dinero
3903,347001053191,SANTA MARTA,MAGDALENA,COLEGIO CRISTIANO DEL CARIBE,Privado,A,15,15,3593,261,41,7.710696697,7.358115673,0,287.5,343.5,0,44.60,75.34,86.42,68.79,52.2
3904,385440000192,VILLANUEVA,CASANARE,I.E. NUESTRA SEÑORA DE LOS DOLORES MANARE,Oficial,A,108,104,3047,266,39,7.517847061,4.695708275,5.449806213,320.5,314,314.5,60.75,58.88,86.74,68.79,53
3905,108001003289,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. PAULO FREIRE,Oficial,A,28,27,8001,220,41,4.000622749,7.083039284,8.425466537,261,321,350,57.60,65.03,83.73,68.79,44
3906,266001001094,PEREIRA,RISARALDA,IE SAN JOAQUIN,Oficial,A,72,71,4522,253,41,7.290286064,4.823445797,5.734175205,318.5,328,320.5,61.00,59.49,85.86,68.78,50.8
3907,185001003534,YOPAL,CASANARE,INST TEC EMPRESARIAL,Oficial,A,297,297,2946,267,40,7.564469814,5.85496521,4.155318737,332,305,312,60.80,58.58,86.97,68.78,53.2
3908,225885000586,YACOPÍ,CUNDINAMARCA,INST EDUCATIVA DEPTAL URIEL MURCIA,Oficial,A,16,16,7335,228,40,4.234104156,6.313477516,7.351449013,312.5,339.5,352,61.60,59.66,85.07,68.78,45.4
3909,120011000024,AGUACHICA,CESAR,I.E. GUILLERMO LEON VALENCIA,Oficial,A,191,190,2877,268,44,7.621798038,6.643875599,4.149484634,317,302.5,295,59.13,61.38,85.82,68.78,53.2
3910,205541000403,PEÑOL,ANTIOQUIA,I. E. R. PALMIRA,Oficial,A,23,23,6800,233,30,7.414692879,5.6640172,5.210533142,301.5,288.5,312,56.75,60.96,88.59,68.77,46.6
3911,286001000633,MOCOA,PUTUMAYO,I.E. RUR ALTO AFAN,Oficial,A,11,11,6927,232,34,0,0,6.176165581,301.5,306,307,57.33,61.76,87.22,68.77,46.2
3912,152258000212,EL TABLÓN DE GÓMEZ,NARIÑO,I.E. NUESTRA SEÑORA DE LAS MERCEDES,Oficial,A,46,46,4344,254,34,5.520007133,6.286486626,6.030260086,302,307,310,58.65,59.46,88.19,68.77,50.6
3913,205034001317,ANDES,ANTIOQUIA,I. E. SAN PERUCHITO,Oficial,A,22,21,6813,233,33,7.476394176,5.789813995,5.134078026,302,302,321.5,57.93,61.33,87.03,68.76,46.6
3914,225662000355,SAN JUAN DE RIOSECO,CUNDINAMARCA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL SANTA TERESA,Oficial,A,23,22,4070,257,44,4.076542854,5.863939285,6.893483162,341.5,367.5,342.5,65.43,56.11,84.75,68.76,51.2
3915,376001013220,CALI,VALLE,COLEGIO BAUTISTA,Privado,B,37,35,2446,273,45,4.428455353,7.492928982,6.053573608,306.5,334.5,311.5,61.28,59.92,85.08,68.76,54.6
3916,113001029851,CARTAGENA DE INDIAS,BOLIVAR,I. E. JORGE ARTEL,Privado,A,45,45,7369,227,29,5.141444683,6.009207726,6.374936581,290.5,331.5,334.5,59.18,58.42,88.67,68.76,45.4
3917,325772000282,SUESCA,CUNDINAMARCA,LICEO MODERNO,Privado,A,13,13,2307,275,46,4.3073349,7.494990349,0,333,314,309.5,61.58,59.01,85.67,68.75,55.2
3918,308758003471,SOLEDAD,ATLANTICO,INSTITUCION EDUCATIVA ROBINSON DE LA HOZ,Privado,A,36,36,7181,230,47,4.318261147,7.594115257,6.747168064,354,319.5,317,61.03,62.20,83.03,68.75,46.4
3919,225772000270,SUESCA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN JUAN BOSCO,Oficial,A,41,40,6430,237,40,7.434828758,5.164768219,5.762417793,303.5,338,318,59.83,61.21,85.21,68.75,47.6
3920,125269001124,FACATATIVÁ,CUNDINAMARCA,I.E.M TÉCNICO EMPRESARIAL CARTAGENA,Oficial,A,142,139,5264,247,39,7.502760887,5.620528221,5.502571583,305,300.5,309,58.08,62.09,86.08,68.75,49.4
3921,176520002091,PALMIRA,VALLE,IE ALFONSO LOPEZ PUMAREJO,Oficial,A,57,57,3072,266,42,7.276714325,6.090528965,4.143301964,320,321.5,322.5,61.50,58.37,86.36,68.74,53
3922,252573000195,PUERRES,NARIÑO,INSTITUCION EDUCATIVA SAN MATEO,Oficial,A,12,12,5089,248,31,0,5.610145569,0,324.5,333,319,61.23,56.10,88.89,68.74,49
3923,141548000168,PITAL,HUILA,IE PROMOCION SOCIAL,Oficial,A,79,79,6708,234,35,7.293315887,3.975112915,7.704015732,305,288,292.5,55.98,63.24,86.99,68.74,46.4
3924,111001011690,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO LA AMISTAD (IED),Oficial,A,118,113,3051,266,40,7.461490154,5.706245422,5.261407852,306.5,304,291.5,58.40,61.43,86.37,68.73,53.4
3925,105001012106,MEDELLÍN,ANTIOQUIA,INST EDUC JUAN MARIA CESPEDES,Oficial,A,92,92,2166,277,45,7.934983253,4.342793465,5.212173462,333,318.5,309,61.88,58.30,86.02,68.73,55.6
3926,111001102059,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO UNION COLOMBIA (IED),Oficial,A,78,74,3191,265,46,7.478957176,6.288468361,5.130259514,317.5,297.5,295,58.75,62.99,84.45,68.73,52.8
3927,217444000278,MARQUETALIA,CALDAS,INSTITUCION EDUCATIVA PATIO BONITO,Oficial,A,17,17,5552,244,24,3.840009689,7.104535103,6.119180202,290,318.5,312.5,58.25,56.88,91.04,68.72,48
3928,125258000312,EL PEÑÓN,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL ANTONIO NARIÑO,Oficial,A,22,22,5897,241,30,7.116736889,5.453117371,5.080073357,301,318,308,58.40,58.83,88.93,68.72,47.8
3929,173001012896,IBAGUÉ,TOLIMA,I.E. TÉCNICA ANTONIO NARIÑO,Privado,A,73,73,4975,249,35,4.442476273,7.475841045,6.129896164,309.5,293.5,314.5,58.33,60.16,87.68,68.72,49.8
3930,308001006961,BARRANQUILLA,ATLANTICO,COLEGIO PAIDOLOGICO,Privado,A,5,5,8811,207,38,0,0,0,0,322.5,0,52.95,0.00,84.49,68.72,43
3931,141396000175,LA PLATA,HUILA,IE SAN SEBASTIAN,Oficial,A,140,138,2868,268,42,7.440157413,5.711223125,4.352014065,337.5,312,313.5,61.55,58.34,86.26,68.72,53.4
3932,111769000174,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO FILARMONICO SIMON BOLIVAR (IED),Oficial,A,64,62,3717,260,41,7.454122066,4.360096931,5.982571602,312.5,314,330.5,60.85,59.32,85.95,68.71,51.8
3933,173236000020,DOLORES,TOLIMA,INSTITUCION EDUCATIVA ANTONIA SANTOS,Oficial,A,55,50,3459,262,36,4.384937286,5.864693642,7.384016514,299.5,311.5,337.5,60.53,58.78,86.82,68.71,51.8
3934,105001017965,MEDELLÍN,ANTIOQUIA,INST EDUC MANUEL JOSE GOMEZ S,Oficial,A,67,63,3393,263,41,7.181943893,6.131316185,5.146649837,325,303,286.5,58.88,61.53,85.71,68.71,52.4
3935,305001003904,MEDELLÍN,ANTIOQUIA,INST ANTIOQUIA,Privado,A,4,4,2782,269,45,0,5.662128925,0,343,308.5,356,63.83,56.62,85.67,68.71,54.4
3936,268572000314,PUENTE NACIONAL,SANTANDER,INSTITUCIÓN EDUCATIVA PEÑA BLANCA,Oficial,A,17,17,4855,250,37,7.482247829,4.604315281,6.109870911,311,306.5,299.5,58.35,60.65,87.11,68.70,49.4
3937,150568001437,PUERTO GAITÁN,META,IE LUIS CARLOS GALAN SARMIENTO,Oficial,A,28,24,7397,227,35,0,0,0,274,276.5,276,52.68,0.00,84.73,68.70,45.2
3938,268406000161,LEBRIJA,SANTANDER,COLEGIO  PORTUGAL,Oficial,A,44,44,3778,259,31,4.748540878,7.39682579,5.966754913,287,292.5,290,56.43,60.37,89.31,68.70,51
3939,108296800002,GALAPA,ATLANTICO,INSTITUCIÓN EDUCATIVA TECNICA VILLA OLIMPICA,Oficial,A,32,31,5530,245,43,0,0,0,289,263,259,52.80,0.00,84.60,68.70,49
3940,215761000167,SOMONDOCO,BOYACA,IE TEC JOSE BENIGNO PERILLA,Oficial,A,19,19,5745,243,42,7.163641453,7.52698946,3.951495886,293.5,316,321.5,58.70,62.14,85.26,68.70,48
3941,247551000317,SABANAS DE SAN ÁNGEL,MAGDALENA,CENTRO EDUCATIVO DEPARTAMENTAL FLORES DE MARIA,Privado,A,1,1,9348,187,0,0,0,0,0,0,0,37.40,0.00,100.00,68.70,37.6
3942,215755000171,SOCOTÁ,BOYACA,I.E. TECNICA JAIRO ALBARRACIN BARRERA,Oficial,A,12,12,1710,284,29,7.446857452,4.442574501,4.247431278,341,308.5,298,61.58,53.79,90.73,68.70,56.4
3943,247555002471,NUEVA GRANADA,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICA NUEVA GRANADA,Privado,A,57,57,8150,218,40,0,0,0,268,267,305,52.90,0.00,84.50,68.70,43.6
3944,105088002641,BELLO,ANTIOQUIA,IE LA NAVARRA,Oficial,A,36,34,2399,273,36,7.345516205,4.043753147,5.625237942,321.5,312,327,61.68,56.72,87.70,68.70,54.2
3945,119050000637,ARGELIA,CAUCA,I.E. AGRICOLA DE ARGELIA,Oficial,A,66,66,4459,253,32,7.27323103,6.199171066,4.097720623,306.5,313,302.5,58.75,58.57,88.77,68.70,50.6
3946,285010000038,AGUAZUL,CASANARE,I.E. LA TURUA,Oficial,A,19,19,5232,247,34,7.445381165,5.886436462,4.978904247,287.5,308,300.5,57.15,61.04,87.90,68.70,49.2
3947,281794000564,TAME,ARAUCA,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,Oficial,A,28,26,5672,243,28,7.230455399,5.272681236,5.303347111,296.5,300.5,316,57.80,59.35,88.93,68.69,48.6
3948,108001003262,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL HILDA MUÑOZ,Oficial,A,35,34,3280,264,41,7.456120014,5.986087799,5.54366684,294,296.5,278,56.63,63.29,86.17,68.69,53
3949,119001002195,POPAYÁN,CAUCA,ANTONIO GARCIA PAREDES,Oficial,A,70,66,4494,253,38,5.078351974,6.268109322,6.709254265,319.5,307,314.5,59.70,60.19,86.20,68.69,50.6
3950,117486000877,NEIRA,CALDAS,INSTITUCION EDUCATIVA NEIRA,Oficial,A,47,47,4027,257,38,7.543786526,5.65182972,5.190075397,284,294,318.5,57.68,61.29,87.12,68.69,51.6
3951,250350000786,LA MACARENA,META,IE HECTOR IVAN HERNANDEZ,Oficial,A,32,30,8227,216,23,6.133266449,5.693826675,5.512909889,315,302,337,58.50,57.80,89.78,68.69,43.6
3952,199001001974,LA PRIMAVERA,VICHADA,I.E. SOLMERIDA BUILES,Oficial,A,31,30,5558,244,31,6.259852409,7.174284458,4.784070969,309.5,295.5,290.5,56.98,60.73,88.36,68.69,48.4
3953,315511000018,PACHAVITA,BOYACA,I.E. HONORIO ANGEL Y OLARTE,Oficial,A,26,26,3775,259,30,7.386579037,4.17624855,5.026156425,320.5,309.5,334,61.15,55.30,89.62,68.69,51.6
3954,311001038317,BOGOTÁ D.C.,BOGOTÁ D.C.,COL MAYOR PRIMEROS MAESTROS,Privado,A,34,27,1748,284,42,4.624775887,7.592057228,0,329,276,321,60.50,61.08,84.46,68.68,57.4
3955,173411001000,LÍBANO,TOLIMA,INSTITUCION EDUCATIVA TECNICA JORGE ELIECER GAITAN AYALA,Oficial,A,90,90,3073,266,42,7.49720192,5.682813168,4.910755157,319,299.5,303,59.38,60.30,86.36,68.68,53.4
3956,305001024419,MEDELLÍN,ANTIOQUIA,COL ANTARES,Privado,A,56,56,4311,255,44,7.435395241,5.594687462,5.60953474,296,268,353,58.60,62.13,85.28,68.67,51.6
3957,173347000011,HERVEO,TOLIMA,INSTITUCION EDUCATIVA TECNICA MARCO FIDEL SUAREZ,Oficial,A,26,26,2329,274,35,7.123936176,5.464606285,4.273114204,320,314,314.5,61.13,56.21,88.67,68.67,54.8
3958,215759000664,SOGAMOSO,BOYACA,INSTITUCION EDUCATIVA SILVESTRE ARENAS,Oficial,A,49,48,2542,271,35,7.540574551,5.645628929,4.035002232,316,325.5,292.5,60.25,57.40,88.33,68.66,54
3959,166045000023,APÍA,RISARALDA,SANTO TOMAS DE AQUINO,Oficial,A,30,30,6173,239,39,7.290631771,5.972443581,5.512107372,302,278.5,329,57.43,62.58,85.97,68.66,47.6
3960,111769003122,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO VILLA ELISA (IED),Oficial,A,68,66,5471,245,35,7.354367733,6.412512779,4.254783154,316,312.5,302,58.78,60.07,87.13,68.66,48.8
3961,144430000669,MAICAO,GUAJIRA,INSTITUCION EDUCATIVA NO. 2,Oficial,A,236,231,2648,270,40,7.48818779,4.621590614,6.308264732,291.5,300.5,293,57.75,61.39,86.82,68.66,53.4
3962,215804000204,TIBANÁ,BOYACA,IE SUPANECA,Oficial,A,19,19,5001,249,38,7.316280365,5.724351883,4.173537254,334,356.5,297,61.83,57.38,86.76,68.66,49.4
3963,125290001355,FUSAGASUGÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA MUNICIPAL JOSE CELESTINO MUTIS,Oficial,A,77,77,3382,263,40,7.278889656,5.952613354,5.028391838,303,293.5,306.5,58.30,60.87,86.80,68.65,52.6
3964,105001002496,MEDELLÍN,ANTIOQUIA,INST EDUC CRISTO REY,Oficial,A,53,50,3529,262,47,7.13212204,3.71748662,6.995190144,307,346,336,62.55,59.48,83.93,68.65,52.6
3965,268255000139,EL PLAYÓN,SANTANDER,INSTITUCION EDUCATIVA  SAN PEDRO DE LA TIGRA,Oficial,A,14,13,4947,249,28,6.039056301,5.67689991,5.493718147,313,305,321.5,59.43,57.37,89.17,68.65,49.8
3966,376001010221,CALI,VALLE,ACADE MILIT JOAQUÍN DE CAICEDO Y CUERO,Privado,B,19,19,3864,259,47,4.704935074,7.412642956,0,322,318,315.5,60.73,60.59,84.64,68.65,52
3967,223574000334,PUERTO ESCONDIDO,CORDOBA,INSTITUCION EDUCATIVA  EL PLANCHÓN,Oficial,A,38,38,4985,249,36,6.373136044,5.538879395,5.704700947,300.5,313,334.5,59.85,58.72,87.37,68.65,50.4
3968,223555000064,PLANETA RICA,CORDOBA,INSTITUCION EDUCATIVA CAROLINA,Oficial,A,8,7,5193,248,47,7.557479858,5.80932045,6.702395439,282,280,329,56.95,66.90,82.08,68.64,49.8
3969,247707000347,SANTA BÁRBARA DE PINTO,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL NUESTRA SE¿ORA DEL ROSARIO,Oficial,A,13,11,8857,206,37,0,0,0,239,322,330,54.85,0.00,82.43,68.64,40.6
3970,241770000057,SUAZA,HUILA,IE GUAYABAL,Oficial,A,32,31,4018,257,37,7.429339409,5.97233057,4.423843384,318.5,291.5,322.5,59.48,59.42,87.02,68.64,51.4
3971,105400000189,LA UNIÓN,ANTIOQUIA,I. E. PIO XI,Oficial,A,80,80,3074,266,42,7.403770924,5.654594421,4.91147995,311,302.5,313.5,59.65,59.90,86.36,68.64,52.6
3972,117486000168,NEIRA,CALDAS,INSTITUCION EDUCATVA NUESTRA SENORA DEL ROSARIO,Oficial,A,91,90,3052,266,40,7.522397995,5.709701538,4.401730061,315.5,311,314,60.33,58.78,86.78,68.63,53.2
3973,241006000361,ACEVEDO,HUILA,IE BATEAS,Oficial,A,13,13,4577,252,29,7.678282738,5.815943241,4.185196877,304.5,296.5,292.5,57.28,58.93,89.68,68.63,50
3974,220013000433,AGUSTÍN CODAZZI,CESAR,I. E. SAN RAMON,Oficial,A,28,25,7794,222,25,4.135644913,5.992134094,6.427229404,338.5,304,373.5,61.90,55.18,88.79,68.63,44
3975,373001009681,IBAGUÉ,TOLIMA,GIMNASIO LOS ARRAYANES,Privado,A,32,29,3300,264,43,4.399628162,6.078022957,0,362,343,407,68.80,52.39,84.68,68.62,53.2
3976,470823000461,TOLÚ VIEJO,SUCRE,I.E. TÉCNICO AGROPECUARIO CARLOS ARTURO VERBEL VERGARA,Oficial,A,15,15,1818,282,35,7.378033161,5.600636005,4.337611675,315.5,294.5,291.5,59.18,57.72,88.96,68.62,56.2
3977,241530000106,PALESTINA,HUILA,IE LUIS ONOFRE ACOSTA,Oficial,A,13,13,5549,244,18,5.019771576,7.241924286,4.027323246,301.5,312.5,310.5,58.43,54.30,93.13,68.62,48.2
3978,111001010928,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO RESTREPO MILLAN (IED),Oficial,A,180,177,3157,265,41,7.640589714,4.920737267,5.009085655,318.5,323,311.5,60.90,58.57,86.38,68.62,53
3979,370708000801,SAN MARCOS,SUCRE,GIMNASIO DEL SAN JORGE,Privado,A,12,11,5904,241,32,4.584662914,5.883173466,6.577771187,320,342.5,331,61.73,56.82,87.30,68.62,49.4
3980,111001110477,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO NELSON MANDELA (IED),Oficial,A,143,143,4515,253,40,7.577750206,5.681584835,5.031984806,307.5,304.5,305.5,58.53,60.97,86.35,68.61,50.6
3981,452215000441,CÓRDOBA,NARIÑO,INSTITUCION EDUCATIVA NUESTRA SRA. DE FATIMA,Oficial,A,13,13,7020,231,33,4.419126511,7.301920414,0,349.5,285,329,59.73,58.61,87.50,68.61,46.6
3982,118001002903,FLORENCIA,CAQUETA,BELLO HORIZONTE,Oficial,A,43,42,5218,247,32,5.611670494,5.912698746,6.620733738,308,301.5,284.5,57.05,60.48,88.26,68.60,49
3983,150001007841,VILLAVICENCIO,META,IE MARCO ANTONIO FRANCO,Oficial,A,122,118,3800,259,37,5.730649948,5.573192596,6.568497181,300.5,321.5,301.5,59.13,59.57,87.09,68.60,51.8
3984,152224000019,CUASPÚD,NARIÑO,INSTITUCION EDUCATIVA CAMILO TORRES,Oficial,A,50,50,3361,263,38,7.584638596,5.701059341,4.612262726,290.5,319,302.5,58.75,59.66,87.38,68.60,52.8
3985,150006001001,ACACÍAS,META,IE JUAN ROZO,Oficial,A,105,101,3924,258,40,7.36289835,4.321525574,6.418588638,309,308.5,312,59.38,60.34,86.07,68.59,51.6
3986,117001004934,MANIZALES,CALDAS,INSTITUCION EDUCATIVA ESTAMBUL,Oficial,A,32,29,2339,274,37,7.355592728,5.582717419,5.456451893,294.5,296.5,284.5,57.48,61.32,86.99,68.59,55.2
3987,327001001000,QUIBDÓ,CHOCO,IE SANTO DOMINGO SAVIO,Oficial,A,96,92,8657,209,28,4.058432102,6.91756773,7.519483566,274,309.5,336,56.43,61.65,87.69,68.59,41.6
3988,313001003117,CARTAGENA DE INDIAS,BOLIVAR,CORP INST. CIRY,Privado,A,32,32,2783,269,46,4.397153854,7.260356426,5.849515915,326.5,331.5,313,62.00,58.36,85.40,68.58,54
3989,173001009259,IBAGUÉ,TOLIMA,INST EDUC NIÑO JESUS DE PRAGA,Oficial,A,76,69,2473,272,34,4.725570679,5.701381683,6.984320641,322,299,304,59.85,58.04,87.87,68.58,54.4
3990,247288000595,ALGARROBO,MAGDALENA,INSTITUCION EDUCATIVA DEPARTAMENTAL LOMA DEL BALSAMO,Privado,A,56,47,7830,222,37,0,0,0,266,291,296,53.75,0.00,83.42,68.58,44.2
3991,320011023538,AGUACHICA,CESAR,LICEO HUMANISTA DE AGUACHICA,Privado,A,8,7,6358,237,29,4.773017883,0,6.769067764,306,318,345,60.30,57.71,87.73,68.58,48.2
3992,163111000138,BUENAVISTA,QUINDIO,INST BUENAVISTA,Oficial,A,27,26,4077,257,46,7.432901382,5.809213638,0,287,277,284.5,55.28,66.21,84.26,68.58,51.6
3993,368276001504,FLORIDABLANCA,SANTANDER,COL TEC COMERCIAL YAREGUI,Privado,A,14,14,3404,263,42,6.281653404,5.587594509,0,301.5,309.5,329,60.15,59.35,86.23,68.58,53
3994,252786000709,TAMINANGO,NARIÑO,INSTITUCION EDUCATIVA  EL TABLON,Oficial,A,23,23,4623,252,39,4.995666504,7.160666466,6.541792393,305,288.5,290.5,56.80,62.33,86.60,68.58,49.6
3995,308001005418,BARRANQUILLA,ATLANTICO,COLEGIO 20 DE JULIO CENTRAL,Privado,A,25,24,3301,264,43,4.776955605,5.790957451,0,356.5,356.5,372,67.45,52.84,85.43,68.57,53.8
3996,125873000403,VILLAPINZÓN,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL URBANA LUIS ANTONIO ESCOBAR,Oficial,A,59,59,4351,254,36,5.459769249,6.597653389,5.978261471,301,303,302,58.00,60.12,87.59,68.57,50.8
3997,376001009087,CALI,VALLE,COLEGIO HORIZONTES,Privado,A,14,13,4355,254,37,4.210151672,7.529931068,5.887811184,318,289,350,60.55,58.76,86.38,68.56,51.6
3998,376233001252,DAGUA,VALLE,COL POLITECNICO LOS LIBERTADORES,Privado,A,21,18,7075,231,44,7.547920227,5.659786224,0,313.5,301,313,57.93,66.04,81.71,68.56,46.6
3999,254223000519,CUCUTILLA,NORTE DE SANTANDER,CENT EDUC RUR ROMAN,Oficial,A,22,22,7534,226,39,4.071708679,7.328039646,6.98526001,263.5,320.5,372,59.10,61.28,85.28,68.56,45
4000,127001004158,QUIBDÓ,CHOCO,IE ISAAC RODRIGUEZ MARTINEZ,Privado,A,4,4,4856,250,37,0,0,0,0,0,0,50.00,0.00,87.11,68.55,50.4
4001,268464000235,MOGOTES,SANTANDER,INSTITUCION EDUCATIVA CAUCHOS,Oficial,A,9,9,6139,239,34,0,5.674239159,6.137975693,316,300.5,325.5,59.05,59.06,87.55,68.55,47.4
4002,223001006371,MONTERÍA,CORDOBA,INSTITUCION EDUCATIVA SAN JOSE JARAQUIEL,Oficial,A,23,23,5972,241,43,7.001698971,6.570710182,5.8965168,301.5,293.5,282,55.90,64.90,84.86,68.55,48.6
4003,111001107069,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO VIRGINIA GUTIERREZ DE PINEDA (IED),Oficial,A,191,189,4126,256,37,7.343486786,4.161564827,6.020237923,313.5,315,315,59.98,58.42,87.24,68.54,51.2
4004,368001000621,BUCARAMANGA,SANTANDER,COL COOP DE BUCARAMANGA,Privado,A,34,34,4439,254,47,4.350807667,7.559505463,6.365721703,318,319,315.5,60.33,60.92,84.39,68.54,50.6
4005,354001001520,CÚCUTA,NORTE DE SANTANDER,COL SEM DIOCESANO SAN JOSE DE CUCUTA,Privado,A,13,13,2726,269,36,4.685349464,0,0,340,379,423.5,70.58,46.85,88.20,68.54,54.4
4006,185162000241,MONTERREY,CASANARE,IE NORMAL SUPERIOR DE MONTERREY,Oficial,A,73,71,3677,260,37,7.644566536,5.736781597,4.408468246,325,303.5,294,59.13,59.30,87.20,68.54,51.6
4007,266001000411,PEREIRA,RISARALDA,IE SAN FRANCISCO DE ASIS,Oficial,A,37,37,5225,247,33,4.261048317,6.037505627,6.57536459,338.5,313,324.5,61.15,56.25,88.21,68.54,49.4
4008,125288000252,FÚQUENE,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL NACIONALIZADO,Oficial,A,22,22,4736,251,38,4.238129616,7.304898262,6.136590004,339.5,303,303,59.83,58.93,86.85,68.54,49.6
4009,125290000839,FUSAGASUGÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA MUNICIPAL INST. TECNICO INDUSTRIAL,Oficial,A,195,194,2671,270,43,7.589449406,5.778083324,4.950574398,313.5,292,291.5,58.35,61.06,86.19,68.53,53.8
4010,225148000401,CAPARRAPÍ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL RURAL DINDAL,Oficial,A,10,8,7807,222,32,7.328955173,0,5.861414909,290.5,304.5,278,54.75,65.95,84.88,68.53,44
4011,123466000781,MONTELÍBANO,CORDOBA,I.E. SAN ANTONIO MARÍA CLARET,Oficial,A,32,29,2623,270,35,7.310408592,5.787538052,4.903294563,302,283.5,307,58.13,60.00,87.45,68.53,54
4012,225898800000,ZIPACÓN,CUNDINAMARCA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL CARTAGENA ,Oficial,A,8,8,4737,251,38,0,0,0,0,0,0,50.20,0.00,86.85,68.53,51
4013,115646000019,SAMACÁ,BOYACA,IE TECNICA NACIONALIZADA DE SAMACA,Oficial,A,143,142,4396,254,41,7.508236885,4.529074192,5.891379833,303,317.5,321.5,59.80,59.76,86.00,68.52,50.8
4014,268271000271,FLORIÁN,SANTANDER,I.E. SANTA HELENA,Oficial,A,12,12,7568,225,28,4.647355556,4.093389511,7.108541489,335,350,366,63.80,52.83,88.93,68.52,45.4
4015,105001000141,MEDELLÍN,ANTIOQUIA,INST EDUC CAMILO TORRES RESTREPO,Oficial,A,33,33,5383,246,40,4.145444393,6.448806286,7.780524254,303,315.5,301.5,58.30,61.25,86.01,68.52,49.4
4016,154001007987,CÚCUTA,NORTE DE SANTANDER,COL  RAFAEL URIBE URIBE-PAZ Y FUTURO,Oficial,A,45,45,5098,248,33,7.539820671,5.737618446,4.738312721,298.5,303,295.5,57.25,60.05,88.26,68.52,49.2
4017,150001005814,VILLAVICENCIO,META,INSTITUCION EDUCATIVA ANTONIO RICAURTE CASD,Oficial,A,132,131,3350,263,36,7.233743668,4.067717552,6.440139771,304,299,305,58.55,59.14,87.87,68.52,52.4
4018,250577000332,PUERTO LLERAS,META,IE AGROPECUARIA HECTOR JARAMILLO DUQUE,Oficial,A,13,13,5335,246,26,4.729489803,5.467948437,6.551509857,288.5,308,343,59.28,55.83,90.44,68.52,49.8
4019,325430001080,MADRID,CUNDINAMARCA,COL INTEGRADO AMERICANO,Privado,A,21,21,3968,258,44,0,0,0,0,0,0,51.60,0.00,85.43,68.52,52.2
4020,325754004959,SOACHA,CUNDINAMARCA,COLEGIO JORGE ELIECER GAITAN,Privado,A,21,19,5617,244,39,4.260374069,5.896312237,7.493816853,300.5,343,348.5,61.80,58.84,84.91,68.51,48.6
4021,176001005716,CALI,VALLE,INSTITUCION EDUCATIVA JOAQUIN DE CAYZEDO Y CUERO,Oficial,A,117,105,3846,259,42,7.290408611,3.988106728,7.33623457,307.5,306.5,304.5,58.88,62.05,84.62,68.51,52.2
4022,195001001111,SAN JOSÉ DEL GUAVIARE,GUAVIARE,INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO,Oficial,A,68,64,2365,274,42,7.296969891,5.566858768,5.221756935,318.5,296,298,59.33,60.29,85.93,68.51,54.6
4023,111001098817,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO NUEVA ROMA (IED),Oficial,A,102,102,2959,267,41,7.519742966,6.149753094,4.53909874,303.5,296,296.5,58.15,60.70,86.69,68.51,53.2
4024,125368000164,JERUSALÉN,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL NACIONALIZADO,Oficial,A,19,19,2239,275,31,6.004376888,5.724503517,5.711674213,311.5,288,276,57.53,58.14,89.87,68.51,54.4
4025,115176000041,CHIQUINQUIRÁ,BOYACA,I.E. JOSE JOAQUIN CASAS,Oficial,A,164,156,2579,271,41,7.410217285,5.86030674,4.300457001,315.5,313,315,60.73,58.57,86.22,68.50,54.2
4026,152227000222,CUMBAL,NARIÑO,INSTITUCION EDUCATIVA JOSE ANTONIO LLORENTE,Oficial,A,167,164,3081,266,43,7.66609621,4.177647114,5.82683754,324.5,315,310,60.78,58.90,85.83,68.50,53.6
